Dipodomys ordii#name	10020#species	10016#genus	38662#subfamily	10015#family	33553#suborder	9989#order	314147#norank_314147	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001886#name	92001886#strain_92001886	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001887#name	92001887#strain_92001887	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001888#name	92001888#strain_92001888	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001889#name	92001889#strain_92001889	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001890#name	92001890#strain_92001890	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001891#name	92001891#strain_92001891	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001892#name	92001892#strain_92001892	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001893#name	92001893#strain_92001893	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001894#name	92001894#strain_92001894	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001895#name	92001895#strain_92001895	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001896#name	92001896#strain_92001896	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001897#name	92001897#strain_92001897	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001898#name	92001898#strain_92001898	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001899#name	92001899#strain_92001899	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001900#name	92001900#strain_92001900	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001901#name	92001901#strain_92001901	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001902#name	92001902#strain_92001902	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001903#name	92001903#strain_92001903	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001904#name	92001904#strain_92001904	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001905#name	92001905#strain_92001905	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001906#name	92001906#strain_92001906	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001907#name	92001907#strain_92001907	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001908#name	92001908#strain_92001908	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001909#name	92001909#strain_92001909	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001910#name	92001910#strain_92001910	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001911#name	92001911#strain_92001911	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001912#name	92001912#strain_92001912	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001913#name	92001913#strain_92001913	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001914#name	92001914#strain_92001914	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001915#name	92001915#strain_92001915	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001916#name	92001916#strain_92001916	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001917#name	92001917#strain_92001917	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001918#name	92001918#strain_92001918	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001919#name	92001919#strain_92001919	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001920#name	92001920#strain_92001920	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001921#name	92001921#strain_92001921	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001922#name	92001922#strain_92001922	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001923#name	92001923#strain_92001923	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001924#name	92001924#strain_92001924	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001925#name	92001925#strain_92001925	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001926#name	92001926#strain_92001926	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001927#name	92001927#strain_92001927	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001928#name	92001928#strain_92001928	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001929#name	92001929#strain_92001929	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001930#name	92001930#strain_92001930	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001931#name	92001931#strain_92001931	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001932#name	92001932#strain_92001932	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001933#name	92001933#strain_92001933	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001934#name	92001934#strain_92001934	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001935#name	92001935#strain_92001935	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001936#name	92001936#strain_92001936	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001937#name	92001937#strain_92001937	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001938#name	92001938#strain_92001938	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001939#name	92001939#strain_92001939	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001940#name	92001940#strain_92001940	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001941#name	92001941#strain_92001941	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001942#name	92001942#strain_92001942	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001943#name	92001943#strain_92001943	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001944#name	92001944#strain_92001944	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001945#name	92001945#strain_92001945	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001946#name	92001946#strain_92001946	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001947#name	92001947#strain_92001947	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001948#name	92001948#strain_92001948	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001949#name	92001949#strain_92001949	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001950#name	92001950#strain_92001950	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001951#name	92001951#strain_92001951	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001952#name	92001952#strain_92001952	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001953#name	92001953#strain_92001953	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001954#name	92001954#strain_92001954	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001955#name	92001955#strain_92001955	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001956#name	92001956#strain_92001956	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001957#name	92001957#strain_92001957	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001958#name	92001958#strain_92001958	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001959#name	92001959#strain_92001959	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001960#name	92001960#strain_92001960	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001961#name	92001961#strain_92001961	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001962#name	92001962#strain_92001962	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001963#name	92001963#strain_92001963	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001964#name	92001964#strain_92001964	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001965#name	92001965#strain_92001965	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001966#name	92001966#strain_92001966	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
